"Arrabbiata sauce";"http://upload.wikimedia.org/wikipedia/commons/thumb/2/24/Penne_all'arrabbiata.jpg/200px-Penne_all'arrabbiata.jpg";"Sugo all'arrabbiata arrabbiato means angry in Italian—the name of the sauce is due to the heat of the chili peppers is a sauce for pasta made from garlic, tomatoes, and red chili peppers cooked in olive oil. The dish is usually served with penne, and may have chopped fresh parsley sprinkled on top.";"Garlic,Garlic raw,Tomato,Solanum lycopersicum,Red tomatoes, raw,Olive oil,Peppers, hot chili, red, raw"
"Fried cauliflower";"http://upload.wikimedia.org/wikipedia/commons/thumb/2/2a/Zahra.jpg/200px-Zahra.jpg";"Fried cauliflower, also known as zahra mekleyah, is a Levantine vegetarian dish served cold or hot, consisting of fried cauliflower, often accompanied by tahini sauce, lettuce, parsley and tomatoes, served on pita bread or sliced bread, often grilled or toasted. Variations include curried and roasted cauliflower, bell peppers, or a garlic lemon vinaigrette. It can also be eaten as a sandwich using pita bread, sprinkled with cumin, salt, and lemon juice. A similar version called Menazla zahra made in Syria consists of fried cauliflower, garlic, ground beef, cilantro, cumin, and salt. Nonvegan versions may contain eggs, beef, mozzarella or other types of cheese. Another very popular example of a fried cauliflower dish is gobi manchurian, an IndianChinese creation of crispy, battered deepfried cauliflower with a spicy tomato sauce. Gobi, sometimes spelled gobhi, is Hindi for cauliflower.";"Sliced bread,Pita,Lettuce,Parsley,Parsley, fresh,Tomato,Solanum lycopersicum,Red tomatoes, raw,Cauliflower,Cauliflower, raw,Tahini"
"Moqueca";"http://upload.wikimedia.org/wikipedia/commons/thumb/8/84/MOQUECAB.jpg/200px-MOQUECAB.jpg";"Moqueca depending on the dialect, also spelled muqueca is a Brazilian seafood stew based on fish, onions, garlic, tomatoes, and cilantro. It is cooked slowly, with no water added. Originally from the states of Espírito Santo in the Southeast of Brazil and Bahia nowadays, this dish is found in two different variants moqueca capixaba from Espírito Santo, and moqueca baiana from Bahia state in the Northeast region. Brazilians have been making moqueca for at least 300 years.";"Coriander,Coriander  leaves, raw,Garlic,Garlic, raw,Tomato,Solanum lycopersicum,Red tomatoes, raw,Onion,Raw Onions"
"Shopska salad";"http://upload.wikimedia.org/wikipedia/commons/thumb/c/cc/Shopska_Salad.JPG/200px-Shopska_Salad.JPG";"Shopska salad is a traditional Bulgarian cold salad popular throughout the Balkans and Central Europe. It is made from tomatoes, cucumbers, onion, raw or roasted peppers, sirene white brine cheese, and parsley. The vegetables are usually diced and salted, followed by a light dressing of sunflower oil or olive oil, which are occasionally complemented by vinegar. The addition of vinegar only contributes, however, to the sour flavour that the tomatoes impart. In restaurants, the dressings are provided separately. Lastly, the vegetables are covered in a thick layer of grated or diced sirene cheese. This salad is often consumed as an appetiser with rakia. Shopska salad derives its name from the regional group called Shopi native to Bulgaria and parts of the Republic of Macedonia and Serbia.";"Cucumber,Cucumber, with peel, raw,Parsley,Parsley, fresh,Tomato,Solanum lycopersicum,Red tomatoes, raw,Sirene,Onion,Raw Onions"
"St. Paul sandwich";"http://upload.wikimedia.org/wikipedia/commons/thumb/7/7e/STP_Sandwich_004.jpg/200px-STP_Sandwich_004.jpg";"The St. Paul sandwich is a type of sandwich that can be found in many Chinese American restaurants in St. Louis, Missouri as well as other cities in Missouri including Columbia, Jefferson City, and Springfield. The sandwich consists of an egg foo young patty made with mung bean sprouts and minced white onions served with dill pickle slices, white onion, mayonnaise, lettuce, and tomato between two slices of white bread. The St. Paul sandwich also comes in different combinations and specials, such as chicken, pork, shrimp, beef and other varieties.";"White bread,Lettuce,Tomato,Solanum lycopersicum,Red tomatoes, raw"
"Piperade";"http://upload.wikimedia.org/wikipedia/commons/thumb/2/23/Pipérade.jpg/200px-Pipérade.jpg";"Piperade or Piperrada, from piper pepper in Gascon and Basque is a typical Basque dish prepared with onion, green peppers, and tomatoes sautéd and flavoured with red Espelette pepper. The colours coincidentally reflect the colours of the spectrum like Basque flag red, green and white. It may be served as a main course or as a side dish. Typical additions include egg, garlic or meats such as ham. This is a traditional French dish and is served in restaurants and cafés throughout France.";"Tomato,Solanum lycopersicum,Red tomatoes, raw,Peppers, sweet, green, raw,Onion,Raw Onions"
"Taco salad";"http://upload.wikimedia.org/wikipedia/commons/thumb/c/cd/Flickr_jeffk_38941161--Taco_salad.jpg/200px-Flickr_jeffk_38941161--Taco_salad.jpg";"The taco salad is a Mexicaninspired dish, with many variations, which first appeared in America in the 1960s.";"Lettuce,Tomato,Solanum lycopersicum,Red tomatoes, raw,Cheddar Cheese,Guacamole,Salsa"
"Taco soup";"http://upload.wikimedia.org/wikipedia/commons/thumb/7/72/Taco_soup.jpg/200px-Taco_soup.jpg";"Taco soup is a type of soup composed of similar ingredients to those used inside a taco ground beef, tomatoes, chopped green chilis, olives, onions, corn, beans and a packet of taco seasoning. Vegetarian versions combine beans with the other ingredients, except for the ground beef. Once cooked, the soup may be topped off with cheese, sour cream, raw onions, avocado, or tortilla chips";"Maize,Sweetcorn, yellow, raw,Tomato,Solanum lycopersicum,Red tomatoes, raw,Olea europaea,Olive Tree,Onion,Raw Onions,Beans, average, canned, sugarfree,Taco"
"Jibarito";"http://upload.wikimedia.org/wikipedia/commons/thumb/7/7b/Jibarito.jpg/200px-Jibarito.jpg";"The jibarito pronounced heebahreeto, a specialty of Chicago, is a sandwich made with flattened, fried green plantains instead of bread, garlicflavored mayonnaise, and a filling that typically includes meat, cheese, lettuce and tomato. The original jibarito had a steak filling, and that remains the usual variety, but other ingredients, such as chicken and pork, are common.";"The Complete Book of Cheese,Garlic,Garlic, raw,Lettuce,Tomato,Solanum lycopersicum,Red tomatoes, raw,Plantain,Plantains, raw"
"Israeli salad";"http://upload.wikimedia.org/wikipedia/commons/thumb/0/04/Salad.jpg/200px-Salad.jpg";"Israeli salad is a chopped salad of finely diced tomato and cucumber. Distinguished by the tiny diced tomatoes and cucumbers, it is described as the most wellknown national dish of Israel.  In Israel, it is also commonly referred to as salat yerakot, salat katsutz and salat aravi.";"Cucumber,Cucumber, with peel, raw,Parsley,Parsley, fresh,Tomato,Solanum lycopersicum,Red tomatoes, raw,Onion,Raw Onions"
"Matbucha";"http://upload.wikimedia.org/wikipedia/commons/thumb/f/f7/2008_04_23_-_Laurel_-_Sauce.JPG/200px-2008_04_23_-_Laurel_-_Sauce.JPG";"Matbucha is a cooked dish of tomatoes and roasted bell peppers seasoned with garlic and chili pepper. The name of the dish originates from Arabic and means cooked salad salad. It is served as an appetizer, often as part of a meze. In Israel it is sometimes referred to as Turkish salad . Matbucha is popular across the Maghreb. It was brought to Israel by new immigrants from Morocco, Tunisia, Algeria, and Libya. It is not clear how old this dish is, since tomatoes were introduced to the east only close to the year 1800, and to Europe only after South America was discovered circa 1492.";"Garlic,Garlic, raw,Tomato,Solanum lycopersicum,Red tomatoes, raw,Peppers, sweet, green, raw,Peppers, hot chili, red, raw"
"Brunswick stew";"http://upload.wikimedia.org/wikipedia/commons/thumb/e/e2/Brunswick_stew.jpg/200px-Brunswick_stew.jpg";"Brunswick stew is a traditional dish, popular in the American South. The origin of the dish is uncertain. Two places compete for originating it, in addition to claims to a German origin.";"Abelmoschus esculentus,Okra, raw,Maize,Sweetcorn, yellow, raw,Tomato,Solanum lycopersicum,Red tomatoes, raw,Lima beans,Lima beans, cooked, no salt"
"Cobb salad";"http://upload.wikimedia.org/wikipedia/commons/thumb/2/2c/Cobb_salad.jpg/200px-Cobb_salad.jpg";"The Cobb salad is a maindish American garden salad made from chopped salad greens, tomato, crisp bacon, boiled or roasted not fried chicken breast, hardboiled egg, avocado, chives, Roquefort cheese, and redwine vinaigrette. Black olives are also often included. A good way to remember the components is to use the acronym EAT COBB Egg, Avocado, Tomato, Chicken, Onion, Bacon, Blue cheese.";"Watercress,Watercress, raw,Vinaigrettee,Avocados, raw,Lettuce,Roquefort,Tomato,Solanum lycopersicum,Red tomatoes, raw,Chicken egg,whole, hardboiled,Chicken,Chicken, broiler, meat and skin, cooked, stewed,Romaine lettuce,Allium schoenoprasum,Chives,Chives, raw,Endive,Endive, raw"
"Huevos rancheros";"http://upload.wikimedia.org/wikipedia/commons/thumb/3/32/Ela_huevos_rancheros.jpg/200px-Ela_huevos_rancheros.jpg";"Huevos rancheros rancher's eggs is a popular breakfast dish consisting of eggs served in the style of the traditional large midmorning fare on rural Mexican farms. The basic dish consists of fried eggs served upon lightly fried corn tortillas topped with a tomatochili sauce. Refried beans, Mexicanstyle rice, slices of avocado, or guacamole are common accompaniments.";"Avocados, raw,Tomato,Solanum lycopersicum,Red tomatoes, raw,Chicken egg,whole, hardboiled,Guacamole"
"Tomato Omelette";"http://upload.wikimedia.org/wikipedia/commons/thumb/e/ef/Tomato_Omelette1.JPG/200px-Tomato_Omelette1.JPG";"A tomato omelette is a breakfast dish in South India. It is referred to as an omelette, but contains no egg. The main ingredient is chickpea flour or besan. Sometimes, it is also be made with dosa batter rice flour and urad dal paste, with a small quantity of besan only to provide binding, in which case it is classified as Uttapam. A batter of pouring consistency is made with water and the flour with finely chopped green chillies, onions and tomatoes added. The mix is poured on a hot skillet, brushed with cooking oil and cooked on both sides. Tomato omelettes are served hot with tomato sauce, coconut chutney, sambar or any other pickle.";"Gram Flour,Tomato,Solanum lycopersicum,Red tomatoes, raw,Onion,Raw Onions,Peppers, hot chili, red, raw"
"Greek salad";"http://upload.wikimedia.org/wikipedia/commons/thumb/5/54/Flickr_-_cyclonebill_-_Græsk_salat.jpg/200px-Flickr_-_cyclonebill_-_Græsk_salat.jpg";"Greek salad summer salad is a salad in Greek cuisine. Greek salad is made with pieces of tomatoes, sliced cucumbers, onion, feta cheese, and olives usually Kalamata olives, other types of olives may be used as well, typically seasoned with salt and oregano, and dressed with olive oil. Common additions include the pickled leaves, buds or berries of capers especially in the Dodecanese islands.";"Cucumber,Cucumber, with peel, raw,Feta,Feta Cheese,Tomato,Solanum lycopersicum,Red tomatoes, raw,Olive oil,Olea europaea,Olive Tree,Onion,Raw Onions"
"Insalata Caprese";"http://upload.wikimedia.org/wikipedia/commons/thumb/d/d0/Insalata_Caprese_Shallow_Focus.jpg/200px-Insalata_Caprese_Shallow_Focus.jpg";"Insalata Caprese salad in the style of Capri is a simple salad, made of sliced fresh buffalo mozzarella, tomatoes and basil, seasoned with salt, and olive oil. In Italy, unlike most salads, it is usually served as an antipasto starter, not a contorno side dish.";"Basil,Basil, fresh,Tomato,Solanum lycopersicum,Red tomatoes, raw,Olive oil"
"Bosnian Pot";"http://upload.wikimedia.org/wikipedia/commons/thumb/8/86/Bosanskilonac.jpg/200px-Bosanskilonac.jpg";"Bosnian Pot Bosanski Lonac is an authentic Bosnian culinary speciality, appreciated for its rich taste and flexibility. It is impossible to define the recipe for Bosanski lonac, as there are many variations, but the main ingredients are mostly the same meat and various vegetables. It has been on tables of both the rich and the poor for hundreds of years. Rich people used more meat and other expensive ingredients, while the poor used what was available. Typical ingredients are beef, lamb, cabbage, potatoes, tomatoes, carrots, parsley, garlic, peppercorns whole, not ground. Many different vegetables or meats may be used. The Bosanski lonac is prepared by layering meat and vegetables alternating layers of meat and vegetables until the pot is full into a deep pot, then adding 1  2 dl water or white wine. The ingredients should be cut into large pieces rather than finely chopped or minced. Originally, Bosanski lonac was made in ceramic pots, that were then put in the fireplace or pit in the ground. That would be perfect, but today, not everyone has a fireplace available for cooking, so cooks may use a regular pot and their kitchen stove. Since the pieces of meat and vegetables are rather large, it takes about 4 hours till the meal is cooked.";"Garlic,Garlic, raw,Parsley,Parsley, fresh,Potato, raw, with skin,Tomato,Solanum lycopersicum,Red tomatoes, raw,Carrot,Carrots, raw"
"Club sandwich";"http://upload.wikimedia.org/wikipedia/commons/thumb/b/bd/Club-sandwich.jpg/200px-Club-sandwich.jpg";"A club sandwich, also called a clubhouse sandwich, is a sandwich with toasted bread. It is often cut into quarters and held together by hors d'œuvre sticks. It has two layers separated by an additional slice of bread. The classic ingredients for a club sandwich are turkey, bacon, lettuce, tomato, and mayonnaise. Other common club sandwiches generally vary the bottom layer, for example a chicken club or a roast beef club. Variations might include ham instead of bacon andor additional cheese slices. As with a BLT sandwich, the club sandwich is usually served on toasted bread. Mayonnaise and mustard and sometimes honey mustard are common condiments. The sandwich is commonly served with a side portion of either coleslaw, or potato salad, and often accompanied by a pickle. The coleslaw or potato salad is often reduced to a garnish portion, when the primary side item is an order of French fries or potato chips. One popular theory is that the club sandwich was invented in an exclusive Saratoga Springs, New York, gambling club in the late 19th century. The sandwich is known to have appeared on U.S. restaurant menus as far back as 1899. Fast food restaurant chains, such as Blimpie and Subway, have their own variation of a club sandwich. These chains specifically use hoagie style rolls in their sub sandwiches, and their club sandwiches follow the same pattern, as opposed to the traditional three slices of toasted bread.";"Bread,Bread, white,Bread, wholewheat,Lettuce,Tomato,Solanum lycopersicum,Red tomatoes, raw,Domesticated turkey,Turkey, breast, meat only, raw"
"Stew";"http://upload.wikimedia.org/wikipedia/commons/thumb/c/ca/Beef_Stew!.jpg/200px-Beef_Stew!.jpg";"A stew is a combination of solid food ingredients that have been cooked in liquid and served in the resultant gravy. Ingredients in a stew can include any combination of vegetables, meat, especially tougher meats suitable for slowcooking, such as beef. Poultry, sausages, and seafood are also used. While water can be used as the stewcooking liquid, wine, stock, and beer are also common. Seasoning and flavourings may also be added. Stews are typically cooked at a relatively low temperature, allowing flavors to mingle. Stewing is suitable for the least tender cuts of meat that become tender and juicy with the slow moist heat method. This makes it popular in lowcost cooking. Cuts having a certain amount of marbling and gelatinous connective tissue give moist, juicy stews, while lean meat may easily become dry. Stews may be thickened by reduction or with flour, either by coating pieces of meat with flour before searing, or by using a roux or beurre manié, a dough consisting of equal parts of butter and flour. Thickeners like cornstarch or arrowroot may also be used. Stews are similar to soups, and in some cases there may not be a clear distinction between the two. Generally, stews have less liquid than soups, are much thicker and require longer cooking over low heat. While soups are almost always served in a bowl, stews may be thick enough to be served on a plate with the gravy as a sauce over the solid ingredients.";"Potato, raw, with skin,Tomato,Solanum lycopersicum,Red tomatoes, raw,Red table wine,Beans, average, canned, sugarfree"
"Panzanella";"http://upload.wikimedia.org/wikipedia/commons/thumb/b/bd/Panzanella.jpg/200px-Panzanella.jpg";"Panzanella or panmolle is a Florentine salad of bread and tomatoes popular in the summer. It includes chunks of soaked stale bread and tomatoes, sometimes also onions and basil, dressed with olive oil and vinegar. It is also popular in other parts of central Italy.";"Bread,Bread, white,Bread, wholewheat,Tomato,Solanum lycopersicum,Red tomatoes, raw"
"Caldeirada";"http://upload.wikimedia.org/wikipedia/commons/thumb/5/5a/Caldeirada.jpg/200px-Caldeirada.jpg";"Caldeirada is a typical Portuguese stew consisting of a large variety of fish, and sometimes shellfish, with potatoes, tomatoes and onions. It is made of a variety of fish differing in texture and taste. It has a base of non seafood ingredients including onions, garlic, tomatoes and parsley. Like the French bouillabaisse, it requires only a little white wine and olive oil to supplement whatever liquid the heat of cooking renders from the fish and vegetables. Caldeirada is always presented in generous portions over a piece of crusty bread which has been lightly fried in oil, or toasted, or simply freshly torn from its loaf.";"Potato, raw, with skin,Tomato,Solanum lycopersicum,Red tomatoes, raw,Onion,Raw Onions"
"Dakos";"http://upload.wikimedia.org/wikipedia/commons/thumb/9/95/Koukouvagia.jpg/200px-Koukouvagia.jpg";"Dakos or ntakos, also known as koukouvagia or koukouvayia is a Cretan meze consisting of a slice of soaked dried bread or barley rusk topped with chopped tomatoes and crumbled feta or mizithra cheese, olives and flavored with herbs such as dried oregano.";"Feta,Feta Cheese,Tomato,Solanum lycopersicum,Red tomatoes, raw,Mizithra,Olea europaea,Olive Tree"
"Neapolitan pizza";"http://upload.wikimedia.org/wikipedia/commons/thumb/a/a3/Eq_it-na_pizza-margherita_sep2005_sml.jpg/200px-Eq_it-na_pizza-margherita_sep2005_sml.jpg";"An authentic Neapolitan pizza is typically made with tomatoes and mozzarella cheese. They can be made with ingredients like San Marzano tomatoes, which grow on the volcanic plains to the south of Mount Vesuvius, and mozzarella di bufala Campana, made with the milk from water buffalo raised in the marshlands of Campania and Lazio in a semiwild state this mozzarella is protected with its own European protected designation of origin.6 6 According to the rules proposed by the Associazione Vera Pizza Napoletana,7 7 the genuine Neapolitan pizza dough consists of wheat flour type 0 or 00, or a mixture of both, natural Neapolitan yeast or brewer's yeast, salt and water. For proper results, strong flour with high protein content as used for breadmaking rather than cakes must be used. The dough must be kneaded by hand or with a lowspeed mixer. After the rising process, the dough must be formed by hand without the help of a rolling pin or other machine, and may be no more than 3 millimetres 0.12 in thick. The pizza must be baked for 60–90 seconds in a 485 °C 905 °F stone oven with an oakwood fire.8 8 When cooked, it should be crispy, tender and fragrant. There are three official variants pizza marinara, which is made with tomato, garlic, oregano and extra virgin olive oil, pizza Margherita, made with tomato, sliced mozzarella, basil and extravirgin olive oil, and pizza Margherita extra made with tomato, mozzarella from Campania in fillets, basil and extra virgin olive oil. The pizza napoletana is a Traditional Speciality Guaranteed Specialità Tradizionale Garantita, STG product in Europe.";"Mozzarella,Mozzarella, whole cow's milk,Tomato,Solanum lycopersicum,Red tomatoes, raw"
"Caldillo de congrio";"http://upload.wikimedia.org/wikipedia/commons/thumb/4/43/S4021086.JPG/200px-S4021086.JPG";"Caldillo de congrio is a Chilean fish dish. The dish is made of congrio colorado, an eel species common in the Chilean Sea. The dish is made by boiling together fish heads, onion, garlic, coriander, carrots and pepper. Once these are boiled, only the stock is used. Onion and garlic are fried together with chopped tomatoes. The vegetables are mixed then with the stock, liquid cream, boiled potatoes and marinated and boiled conger. Chilean Literature Nobel laureate Pablo Neruda wrote an ode to Caldillo de congrio called Oda al Caldillo de Congrio. The Communist Party of Chile entertains every year the Chilean press and media with a Caldillo de Congrio for last 20 years, in which important announcements are made for the current year.";"Coriander,Coriander  leaves, raw,Garlic,Garlic, raw,Potato, raw, with skin,Tomato,Solanum lycopersicum,Red tomatoes, raw,Fish,Carrot,Carrots, raw,Onion,Raw Onions"
"Htamin jin";"http://upload.wikimedia.org/wikipedia/commons/thumb/9/92/Inle_dish.jpg/200px-Inle_dish.jpg";"Htamin Jin, is a Burmese dish of fermented rice. It is the regional specialty and signature dish of the Intha people of Inle Lake in Shan State, Myanmar. The dish consists of either fresh or fermented rice, kneaded with boiled fish usually caught from the Inle Lake, such as nga gyin, fresh tomato paste, mashed boiled potatoes and garlic garnish. Highland Shan rice, similar to Japanese rice, is used alongside the creamier Shan potatoes, giving the dish a very rich texture. Garlic chives roots, garlic oil and crispy garlic garnish are added as a final touch. Htamin Jin is usually served with roasted chili flakes in oil.";"Tomato,Solanum lycopersicum,Red tomatoes, raw"
"Machha Jhola";"http://upload.wikimedia.org/wikipedia/commons/thumb/b/b8/MACHHA_HALADI.jpg/200px-MACHHA_HALADI.jpg";"Machher Jhol or Machha Jhola is a traditional Oriya and Bengali spicy fish stew. It is in the form of a very spicy stew that is served with rice. Machher Jhol is liberally seasoned with turmeric, garlic, onions, and grated ginger. Potatoes are added to the stew as a thickening agent. Tomatoes are also added to impart the dish with a reddish color which is preferred by the people of Bengal. The kinds of fish that typically used in Oriya and Bengali households are Hilsa called Ilisi, Rohu called Rohi, and Catla called Bhakura. Apart from these there are some very famous small sized fish that are normally favoured over others.";"Potato, raw, with skin,Tomato,Solanum lycopersicum,Red tomatoes, raw,Fish"
"Stirfried tomato and scrambled eggs";"http://upload.wikimedia.org/wikipedia/commons/thumb/a/a2/TOMATOANDEGG_GGSLDWT.jpg/200px-TOMATOANDEGG_GGSLDWT.jpg";"Stirfried tomato and scrambled eggs Chinese 番茄炒蛋西红柿炒鸡蛋 pinyin fānqié chǎo dàn  xīhóngshì chǎo jīdàn is a common dish in China. It is served as a main course, and, as it is quick and easy to prepare, is popular among students. This dish is also eaten in the Philippines, usually during breakfast, and paired with garlic fried rice, or sandwiched between a sliced pandesal.";"Tomato,Solanum lycopersicum,Red tomatoes, raw,Sugar, granulated,Sugars, brown,Chicken egg,whole, hardboiled"
"Calzone";"http://upload.wikimedia.org/wikipedia/commons/thumb/5/54/Calzone_fritto.jpg/200px-Calzone_fritto.jpg";"A calzone is a turnover or folded pizza. It is shaped like a halfmoon and made of salted bread dough. The calzone is folded over and filled with ingredients common to pizza. The typical calzone is stuffed with tomato and mozzarella, and may include other ingredients that are normally associated with pizza toppings.";"Mozzarella,Mozzarella, whole cow's milk,Tomato,Solanum lycopersicum,Red tomatoes, raw"
"Caldo de siete mares";"http://upload.wikimedia.org/wikipedia/commons/thumb/a/a9/Caldo_de_mariscos.jpg/200px-Caldo_de_mariscos.jpg";"Caldo de siete mares in English, seven seas soup, also known as caldo de mariscos seafood soup is a Mexican version of fish stew, popular in coastal regions in Mexico. It is typically made with chicken, tomato, fish, or seafood broth with local fresh seafood ingredients and, like other Mexican soups, cooked quickly in a thin broth.";"Tomato,Solanum lycopersicum,Red tomatoes, raw,Chicken,Chicken, broiler, meat and skin, cooked, stewed"
"Pisto";"http://upload.wikimedia.org/wikipedia/commons/thumb/9/93/Pisto.jpg/200px-Pisto.jpg";"Pisto is the name of a Spanish dish typical from the Region of Murcia and La Mancha. It is made of tomatoes, onions, eggplant or courgettes, green and red peppers and olive oil. It is similar to ratatouille and is usually served warm to accompany a dish or with a fried egg and bread. It is also used as the filling for empanadillas and empanadas. The dish is sometimes formally named Pisto manchego, from its origin in La Mancha. Pisto a la Bilbaína, from Bilbao in the Basque Country, usually has just courgettes and green peppers in tomato sauce, sometimes lightly scrambled with eggs.";"Eggplant,Eggplant, raw,Tomato,Solanum lycopersicum,Red tomatoes, raw,zucchini  courgette,Olive oil,Onion,Raw Onions"
"Ratatouille nioise";"http://upload.wikimedia.org/wikipedia/commons/thumb/2/27/Ratatouille.jpg/200px-Ratatouille.jpg";"Ratatouille is a traditional French Provenal stewed vegetable dish, originating in Nice. The full name of the dish is ratatouille nioise.";"Basil,Basil, fresh,Eggplant,Eggplant, raw,Garlic,Garlic, raw,Marjoram,Tomato,Solanum lycopersicum,Red tomatoes, raw,zucchini  courgette,Peppers, sweet, green, raw,Onion,Raw Onions"
"Fried aubergine";"http://upload.wikimedia.org/wikipedia/commons/thumb/4/42/Fried_Eggplant.jpg/200px-Fried_Eggplant.jpg";"Fried aubergine eggplant also known as Bādhinjān Maqlī in Arabic is a vegetarian dish often served cold, consisting of fried aubergine with tahini sauce, lettuce, parsley and tomatoes, garnished with sumac and served on pita bread or sliced bread, often grilled, toasted, and sometimes fried. Variations include bell peppers, or a garlic lemon vinaigrette.";"Pita,Eggplant,Eggplant, raw,Lettuce,Parsley,Parsley, fresh,Sumac,Tomato,Solanum lycopersicum,Red tomatoes, raw,Tahini"
"Sandwiches de miga";"http://upload.wikimedia.org/wikipedia/commons/thumb/d/dd/Sandwiches_de_Miga.jpg/200px-Sandwiches_de_Miga.jpg";"Sandwiches de miga are popular food items in Argentina where they are consumed mainly at parties. The sandwiches de miga are similar to the English cucumber sandwich, which is a typical teatime food, and resembles the Italian tramezzino. They are single or double layered sandwiches, made from a thin white bread without crust, i.e. the part of the bread called miga i.e. , crumb. They are filled with thinly sliced meat especially but not limited to ham, eggs, cheese, tomatoes, green peppers, lettuce, and sometimes other vegetables, even asparagus. Butter is another important ingredient. They can be toasted or untoasted. Instead of making them from scratch, most Argentines simply buy them at the local bakery.";"White bread,The Complete Book of Cheese,Lettuce,Tomato,Solanum lycopersicum,Red tomatoes, raw,Chicken egg,whole, hardboiled,Peppers, sweet, green, raw"
"Maafe";"http://upload.wikimedia.org/wikipedia/commons/thumb/f/ff/Mafe_SN.JPG/200px-Mafe_SN.JPG";"Maafe var. Mafé, Maffé, Maffe, sauce d'arachide, tigadèguèna or tigadenena, or Groundnut Stew, is a stew or sauce common to much of West Africa. It originates from the Mandinka and Bambara people of Mali. Variants of the dish appear in the cuisine of nations throughout West Africa and Central Africa.";"Garlic,Garlic, raw,Tomato,Solanum lycopersicum,Red tomatoes, raw,Chicken,Chicken, broiler, meat and skin, cooked, stewed,Ground Beef 15 fat, broiled,Cabbage,Cabbage, raw,Onion,Raw Onions"
"Breakfast roll";"http://upload.wikimedia.org/wikipedia/commons/thumb/5/5b/Breakfast_roll_1.jpg/200px-Breakfast_roll_1.jpg";"The breakfast roll is a bread roll filled with elements of a traditional fryup, designed to be eaten on the way to school or work. It can be purchased at a wide variety of petrol stations, local newsagents, supermarkets, and eateries throughout Ireland.";"Tomato,Solanum lycopersicum,Red tomatoes, raw,Bread Roll,Mushrooms, brown, Italian, or Crimini, raw,White pudding"
"Pasta e fagioli";"http://upload.wikimedia.org/wikipedia/commons/thumb/8/81/Pasta_e_fagioli_rapida.jpg/200px-Pasta_e_fagioli_rapida.jpg";"Pasta e fagioli, meaning pasta and beans, is a traditional meatless Italian dish. Like many other Italian favorites including pizza and polenta, the dish started as a peasant dish, being composed of inexpensive ingredients. Today it can be widely found, even in restaurants that do not specialize in Italian cuisine. It is often pronounced pasta fazool in the United States after the pronunciation of beans in the Neapolitan language.";"Garlic,Garlic, raw,Tomato,Solanum lycopersicum,Red tomatoes, raw,Olive oil,Green beans,Kidney beans, raw,Black turtle beans, raw,Borlotti beans, raw,Flageolet beans, raw,Haricot beans, raw,Onion,Raw Onions,Pasta"
