"Arrabbiata sauce";"http://upload.wikimedia.org/wikipedia/commons/thumb/2/24/Penne_all'arrabbiata.jpg/200px-Penne_all'arrabbiata.jpg";"Sugo all'arrabbiata arrabbiato means angry in Italian—the name of the sauce is due to the heat of the chili peppers is a sauce for pasta made from garlic, tomatoes, and red chili peppers cooked in olive oil. The dish is usually served with penne, and may have chopped fresh parsley sprinkled on top.";"Garlic,Garlic raw,Tomato,Solanum lycopersicum,Red tomatoes, raw,Olive oil,Peppers, hot chili, red, raw"
"Sevenlayer salad";"http://upload.wikimedia.org/wikipedia/commons/thumb/a/a3/Seven_layer_salad.jpg/200px-Seven_layer_salad.jpg";"Sevenlayer salad is an American dish that includes a colorful combination of seven layers of ingredients iceberg lettuce, tomatoes, cucumbers, onions, sweet peas, hard boiled eggs, sharp cheddar cheese, and bacon pieces. The salad is topped with a mayonnaisebased dressing and sometimes sour cream is added. It is served in a glass bowl or large pan so the layers can be observed. The dish is often associated with potlucks, picnics, and barbecues, where a large gathering of people takes place and many people need to be fed. There are many variants on the sevenlayer salad and it can be made with additional or sometimes fewer layers, making it for example an eightlayer salad instead.";"Cucumber,Cucumber, with peel, raw,Lettuce,Tomato,Solanum lycopersicum,Red tomatoes, raw,Cheddar Cheese,Onion,Raw Onions"
"Pira caldo";"http://upload.wikimedia.org/wikipedia/commons/thumb/b/bd/Suquet_de_peix.jpg/200px-Suquet_de_peix.jpg";"Pira caldo is a fish soup that is part of the traditional cuisine of Paraguay. The Guarani word Pira means fish.";"Tomato,Solanum lycopersicum,Red tomatoes, raw,Fish,Peppers, sweet, green, raw,Onion,Raw Onions"
"Bun rieu";"http://upload.wikimedia.org/wikipedia/commons/thumb/f/f0/Bun_rieu.jpg/200px-Bun_rieu.jpg";"Bún riêu is a Vietnamese meat rice vermicelli soup. There are several varieties of bún riêu, including bún riêu cua, bún riêu cá, and bún riêu ốc. Bún riêu cua is served with tomato broth and topped with crab or shrimp paste. In this dish, various freshwater paddy crabs are used, including the brown paddy crab found in rice paddies in Vietnam. The crabs are cleaned by being placed in clean water to remove dirt and sand. The crabs are pounded with the shell on to a fine paste. This paste is strained and the crab liquid is a base for the soup along with tomato. The crab residue is used as the basis for crab cakes. Other ingredients for this dish are fried tofu, mẻ or giấm bổng, Garcinia multiflora Champ. , annatto seeds hạt điều màu to redden the broth, huyết congealed pig's blood, split water spinach stems, shredded banana flower, rau kinh giới, spearmint, perilla, bean sprouts and chả chay vegetarian sausage. This dish is rich in nutrition calcium from the ground crab shells, iron from the congealed pig's blood, and vitamins and fiber from the vegetables.";"Tomato,Solanum lycopersicum,Red tomatoes, raw"
"BLT sandwich";"http://upload.wikimedia.org/wikipedia/commons/thumb/3/3c/BLT_sandwich_1.jpg/200px-BLT_sandwich_1.jpg";"A BLT Bacon, Lettuce, and Tomato is a type of bacon sandwich. The standard BLT is made up of five ingredients bacon, lettuce, tomato, mayonnaise, and bread. The BLT evolved from the tea sandwiches served before 1900 at a similar time to the club sandwich, although it is unclear when the name BLT became the norm.";"Bread,Bread, white,Bread, wholewheat,Lettuce,Tomato,Solanum lycopersicum,Red tomatoes, raw"
"Siri paya";"http://upload.wikimedia.org/wikipedia/commons/thumb/1/14/Meat_seller_in_Kabul.jpg/200px-Meat_seller_in_Kabul.jpg";"Siri paya is a traditional breakfast dish of Pakistan. The main ingredients of the dish are the two ends of a cow, goat or lamb siri means the head of the animal and paya means the feet. It is considered a delicacy. Historically, when people used wood or coal as a cooking fuel, women would start this dish at night and slow cook it in the coals until the morning. This dish has a souplike consistency and is usually eaten as a breakfast food in the winter months with naan. Recipes for this dish vary slightly from region to region. The soup base is created by sauteed onions, tomatoes, and garlic to which a number of currybased spices are added. The cooked dish is served with a garnish of fresh diced ginger and fresh cilantro leaves along with fresh sliced lemon. Some of the most famous outlets for siri paya are in Lahore.";"Garlic,Garlic, raw,Tomato,Solanum lycopersicum,Red tomatoes, raw,Onion,Raw Onions"
"Andrajos";"http://upload.wikimedia.org/wikipedia/commons/thumb/6/6b/Andrajos_en_España.png/200px-Andrajos_en_España.png";"Andrajos is a typical dish of Jaén province, Albacete, Granada province and Murcia, Spain. It consists of a stew of tomato, onion, garlic, red pepper and rabbit, thickened with cake flour. It is a dish of the rural people and generally consumed in winter. Variants of the dish derive from the type of meat used. Hare and cod are often used instead of rabbit.";"Garlic,Garlic, raw,Tomato,Solanum lycopersicum,Red tomatoes, raw,Onion,Raw Onions,Rabbit"
"Francesinha";"http://upload.wikimedia.org/wikipedia/commons/thumb/d/d0/Francesinhacaseira.JPG/200px-Francesinhacaseira.JPG";"Francesinha meaning Little Frenchie or simply Frenchie in Portuguese is a Portuguese sandwich made in stateoftheart. Originally from Porto, is made with bread, wetcured ham, linguia, fresh sausage like chipolata, steak or roast meat and covered with melted cheese and a hot thick tomato and beer sauce served with french fries.";"Bread,Bread, white,Bread, wholewheat,The Complete Book of Cheese,Tomato,Solanum lycopersicum,Red tomatoes, raw"
"Baingan bharta";"http://upload.wikimedia.org/wikipedia/commons/thumb/3/37/Baingan_Ka_Bhurta.JPG/200px-Baingan_Ka_Bhurta.JPG";"Baingan bharta or Baingan ka bhurtha or Baingan da bhurtha Mashed Eggplant is a South Asian dish bearing a resemblance to baba ganoush. Baingan bharta is a part of the national cuisines of both India and Pakistan. It is primarily a vegetarian dish that comprises bhurtha minced vegetables made from eggplant baingan which is grilled over charcoal or direct fire, to infuse the dish with a smoky flavour. The smoked eggplant is mashed with fresh cilantro coriander leaves, chili pepper, onion and mustard oil. Traditionally, the dish is often eaten with an Indian flatbread and is also served with rice andor raita, a yoghurt salad. Baingan bartha is also eaten in Bangladesh. In Pakistan, baingan bharta is popular cuisine, while in India it is also a part of the cuisines of Maharashtra, Bihar, Orissa, and West Bengal. The dish has many names depending on the local language.";"Eggplant,Eggplant, raw,Tomato,Solanum lycopersicum,Red tomatoes, raw,Onion,Raw Onions"
"Waterzooi";"http://upload.wikimedia.org/wikipedia/commons/thumb/5/5e/(waterzooi)_(79743868).jpg/200px-(waterzooi)_(79743868).jpg";"Waterzooi is a Belgian dish of stew, originating in Flanders. Its name derives from the Dutch term zooien meaning to boil. It is sometimes called Gentse Waterzooi which refers to the Belgian town of Ghent where it originated. The original dish is often made of fish, either freshwater or sea, known as Viszooitje, though today chicken waterzooi Kippenwaterzooi is more common. The most accepted theory is that rivers around Ghent became too polluted and the fish there disappeared. It is said to have been the favourite dish of Charles V, Holy Roman Emperor who was born in Ghent.";"Fish,Chicken egg, yolk, raw, fresh,Chicken,Chicken, broiler, meat andskin, cooked, stewed"
"Cachupa";"http://upload.wikimedia.org/wikipedia/commons/thumb/8/8d/Cachupa.jpg/200px-Cachupa.jpg";"Cachupa is a famous dish from the Cape Verde islands, West Africa. This slow cooked stew of corn hominy, beans, and fish or meat is often referred to as the country's national dish. Each island has its own regional variation. It is a hearty dish, and may even be served reheated at breakfast. The version of the recipe called cachupa rica tends to have more ingredients than the simpler, cachupa pobre.";"Fish,Chicken,Chicken, broiler, meat andskin, cooked, stewed,Ground Beef 15 fat, broiled,Beans, average, canned, sugarfree"
"Pottage";"http://upload.wikimedia.org/wikipedia/commons/thumb/6/60/Yam_pottage.jpg/200px-Yam_pottage.jpg";"Pottage is a thick soup or stew made by boiling vegetables, grains, and, if available, meat or fish. It was a staple food of all people living in Great Britain from neolithic times on into the Middle Ages. The word pottage comes from the same Old French root as potage, which is a similar type of dish of more recent origin. Pottage commonly consisted of various ingredients easily available to serfs and peasants and could be kept over the fire for a period of days, during which time some of it was eaten and more ingredients added. The result was a dish that was constantly changing. Pottage consistently remained a staple of the poor's diet throughout most of the 9th17th century Europe. When people of higher economic rank, such as nobles, ate pottage, they would add more expensive ingredients such as meats. The pottage that these people ate was much like modern day soups.";"Fish"Fish"
"Baeksuk";"http://upload.wikimedia.org/wikipedia/commons/thumb/5/5d/Korean_cuisine-Dak_hanmari-02.jpg/200px-Korean_cuisine-Dak_hanmari-02.jpg";"Baeksuk literally white cooking is a Korean culinary term referring to dishes made by boiling or steaming meat or fish to be cooked thoroughly without seasonings. Baeksuk is made with chicken or pheasant with plenty of water for several hours. However, the term generally indicates dakbaeksuk 닭백숙, chicken baeksuk, or chicken stew, whose recipe and ingredients are similar to samgyetang. While samgyetang is made with ginseng, various herbs, chestnuts, and jujubes, dakbaeksuk consists of simpler ingredients, such as chicken, water, and garlic. The chicken can be stuffed with glutinous rice. When the cooking is finished, salt and sliced Welsh onions daepa, 대파 are added to the diner's bowl according to taste. If the baesuk is not stuffed with glutinous rice, it is usually eaten with cooked rice. It is often seen as a simpler and cheaper variant of samgyetang. Sometimes it is mistakenly used as another word for samgyetang.";"Fish"
"Canh chua";"http://upload.wikimedia.org/wikipedia/commons/thumb/a/a0/Canhchua2.jpg/200px-Canhchua2.jpg";"Canh chua literally sour soup is a sour soup indigenous to the Mekong Delta region of southern Vietnam. It is typically made with fish from the Mekong River Delta, pineapple, tomatoes and sometimes also other vegetables such as okra or bạc hà, and bean sprouts, in a tamarindflavored broth. It is garnished with the lemonyscented herb ngò ôm, caramelized garlic, and chopped scallions, as well as other herbs, according to the specific variety of canh chua these other herbs may include rau răm Vietnamese coriander, ngò gai long coriander, and rau quế. It can be served alone, with white rice, or with rice vermicelli. The sour taste of the soup comes from tamarind, which is mixed with a small amount of hot water the mixture is then stirred for a few moments to release all the essence, and the liquid minus the tamarind seeds and other solids, which are discarded is then added to the soup. When made in style of a hot pot, canh chua is called lẩu canh chua.";"Pineapple,Pineapple, raw,Tomato,Solanum lycopersicum,Red tomatoes, raw,Fish,Tamarind,Tamarind, raw"
"Frikadeller";"http://upload.wikimedia.org/wikipedia/commons/thumb/0/0e/Frikadeller.jpg/200px-Frikadeller.jpg";"Frikadeller are flat, panfried dumplings of minced meat, often likened to the Danish version of meatballs. They are a popular dish in Germany, where they are known as Frikadellen, Buletten, Fleischküchle or Fleischpflanzerl, Denmark, the Faroe Islands, Norway, Poland, Russia, Ukraine, the Netherlands and in South Africa, where they form part of the Afrikaner culinary heritage. In Sweden, poached quenelles are called frikadeller and are usually served in soup. Many variations of frikadeller exist but traditionally they are made of minced pork, veal, or beef chopped onions eggs milk or water bread crumbs or oatmeal or flour salt and pepper then formed into balls and flattened somewhat. They are then panfried in pork fat, or more commonly in modern times in butter, margarine or even vegetable oil. Another popular variation is fiskefrikadeller replacing the meat with fish as the main ingredient and often served with remoulade. As a main dish they are most often served with boiled white potatoes and gravy brun sovs accompanied by pickled beetroot or cooked red cabbage. Alternatively they can be served with creamed, white cabbage. Frikadeller are also a popular choice on the Danish lunch buffet, eaten on rugbrød with red cabbage or pickle slices. They can also be served cold, sliced thinly as a base for open face sandwiches on rye bread. The combination of frikadeller and a cold potato salad is very popular at picnics or potlucks, due to the ease of transporting either component after cooking.";"Pork, fresh, loin, whole,,separable lean and fat,,cooked, broiled,Fish,Ground Beef 15 fat, broiled"Ground Beef 15 fat, broiled"
"Fish chowder";"http://upload.wikimedia.org/wikipedia/commons/thumb/0/07/Fishchowder.jpg/200px-Fishchowder.jpg";"Fish chowder is a type of chowder made with salmon, cod, or other fish. It is similar to the more popular clam chowder. Common ingredients include potatoes, onions, celery, corn, carrots, and bacon.";"Celery,Celery, raw,Maize,Sweetcorn, yellow, raw,Potato, raw, with skin,Fish,Carrot,Carrots, raw,Onion,Raw Onions"
"Cioppino";"http://upload.wikimedia.org/wikipedia/commons/thumb/7/73/Cioppino.jpg/200px-Cioppino.jpg";"Cioppino is a fish stew originating in San Francisco. It is considered an ItalianAmerican dish, and is related to various regional fish soups and stews of Italian cuisine. Cioppino is traditionally made from the catch of the day, which in the dish's place of origin is typically a combination of dungeness crab, clams, shrimp, scallops, squid, mussels and fish. The seafood is then combined with fresh tomatoes in a wine sauce, and served with toasted bread, either sourdough or baguette. The dish is comparable to cacciucco and brodetto from Italy, as well as other fish dishes from the Mediterranean region such as bouillabaisse, burrida, and bourride of the French Provence, suquet de peix from Catalan speaking regions of coastal Spain.";"Tomato,Solanum lycopersicum,Red tomatoes, raw,Red table wine,Scallop,Fish,Clam"
"Ragout fin";"http://upload.wikimedia.org/wikipedia/commons/thumb/d/d8/Ragout_fin.jpg/200px-Ragout_fin.jpg";"Ragout fin French for fine ragout is a timeconsuming entrée. Its origin in France is not confirmed but the dish is also known in Germany as Würzfleisch, although use of the French name is more common nowadays. The main essence of Ragout fin consists of veal, sweetbread, calf brain, tongue and bone marrow, chicken breast and fish, everything boiled either in a vinegar stock or diced and stewed in butter. The second part is Roux, mixed with stewed button mushrooms and thickened with egg yolk. Dice and sauce are mixed, heated in water and finally scalloped with Parmesan and butter. Some Worcestershire Sauce is usually added. Today, Ragout fin is most likely to be found canned, being prepared significantly different from the original recipe. As substitute for veal, offal and fish, chicken puree, thickened with egg white is commonly used. After the late1980s BSE epidemic, the use of calf brain has become unusual even in highquality Ragout fin.";"Butter, unsalted,Agaricus bisporus,Common mushroom,Agaricus bisporus, white raw,Fish,Tongue,Chicken egg, yolk, raw, fresh,Chicken,Chicken, broiler, meat andskin, cooked, stewed,Bone marrow"
"Larb";"http://upload.wikimedia.org/wikipedia/commons/thumb/4/4a/LaoFood_LarbNeua.JPG/200px-LaoFood_LarbNeua.JPG";"Larb is a type of Lao minced meat salad that is regarded as the national dish of Laos. Larb is a creation of the Lao people and originated in Laos. It is also eaten in Isan where there is a large Lao community. There are also Lao communities in Lanna northern region of Thailand, the U.S. , France, England, Myanmar, and Yunnan province of China, resulting in larb being served in those areas as well.";"Pork, fresh, loin, whole,,separable lean and fat,,cooked, broiled,Ducks,Ducks at a Distance, by Rob Hines,Fish,Ground Beef 15 fat, broiled"
"Smoked meat";"http://upload.wikimedia.org/wikipedia/commons/thumb/0/02/Schwartz_smoked_meat_montreal.JPG/200px-Schwartz_smoked_meat_montreal.JPG";"Smoked meat is a method of preparing red meat which originates in prehistory. Its purpose is to preserve these proteinrich foods, which would otherwise spoil quickly, for long periods. There are two mechanisms for this preservation dehydration and the antibacterial properties of absorbed smoke. In modern days, the enhanced flavor of smoked foods makes them a delicacy in many cultures.";"Bread,Bread, white,Bread, wholewheat,Fish"
"Chermoula";"http://upload.wikimedia.org/wikipedia/commons/thumb/2/23/Chermoula_tagine.jpg/200px-Chermoula_tagine.jpg";"Chermoula or chrmla is a marinade used in Algerian, Moroccan and Tunisian cooking. It is usually used to flavor fish or seafood, but it can be used on other meats or vegetables. Chrmla is often made of a mixture of herbs, oil, lemon juice, pickled lemons, garlic, cumin, and salt. It may also include onion, fresh coriander, ground chili peppers, black pepper, or saffron. There are many different recipes that use different spices, and the proportions vary widely. In most recipes, the first two ingredients are garlic and coriander. A Moroccan version comprises dried parsley, cumin, paprika and salt and pepper. It is the original seasoning for grilling meat and fish in Moroccan cuisine.";"Fish"Fish"
"Solyanka";"http://upload.wikimedia.org/wikipedia/commons/thumb/5/5b/Soljanka_with_olives.jpg/200px-Soljanka_with_olives.jpg";"Solyanka is a thick, spicy and sour soup in Russian and Ukrainian cuisine. There are three basic types of solyanka, with the main ingredient being either meat, fish, or mushrooms. All of them contain pickled cucumbers with brine, and often cabbage, salted mushrooms, smetana sour cream, and dill. The soup is prepared by cooking the cucumbers with brine before adding the other ingredients to the broth. For meat solyanka, ingredients like beef, ham, sausages, chicken breast, and cabbage, together with salted mushrooms, cucumber pickles, tomatoes, onions, olives, capers, allspice, parsley, and dill are all cut fine and mixed with cream in a pot. The broth is added, and heated for a short time on the stove, without boiling. Fish solyanka is prepared similarly, but soup vegetables are cooked in the broth. The meat is replaced with fish such as sturgeon, salmon, and freshwater crayfish. Finally, some lemon juice is added to the soup. For mushroom solyanka, cut cabbage is heated in butter together with vinegar, tomatoes, cucumber pickles, and a little brine. Separately, mushrooms and onions are heated, and grated lemon zest is added. Cabbage and mushrooms are added in layers, breadcrumbs and butter are added, and the soup is briefly baked. Solyanka is also popular in the former German Democratic Republic, where it is commonly found in restaurants and available in canned form in grocery stores. The German transliteration is Soljanka.  This practice stems from the era when Soviet troops were stationed in the GDR, and Soljanka was found on the menu at many East German restaurants.";"Fish,Cabbage,Cabbage, raw,Dill,Dill weed, fresh,Mushrooms, brown, Italian, or Crimini, raw"Mushrooms, brown, Italian, or Crimini, raw"
"Chankonabe";"http://upload.wikimedia.org/wikipedia/commons/thumb/d/d5/Chanko.JPG/200px-Chanko.JPG";"is a Japanese stew a type of nabemono or onepot dish commonly eaten in vast quantity by sumo wrestlers as part of a weightgain diet. It contains a dashi or chicken broth soup base with sake or mirin to add flavor. The bulk of chankonabe is made up of large quantities of protein sources usually chicken, fish, tofu and vegetables. While considered a reasonably healthy dish in its own right, chankonabe is very proteinrich and usually served in massive quantities, with beer and rice to increase the caloric intake. Leftover chankonabe broth can also later be used as broth for somen or udon noodles. It is not made according to a fixed recipe and often contains whatever is available to the cook. It is traditionally served according to seniority, with the senior rikishi and any guests of the heya receiving first choice, with the junior wrestlers getting whatever is left. It is also a popular restaurant food, often served in restaurants operated by retired sumo wrestlers who specialize in the dish the first of these, Kawasaki Chanko, was started in 1937 in the Ryōgoku district of Tokyo, home to many prominent sumo stables. Chankonabe served during sumo tournaments is made exclusively with chicken, the idea being that a rikishi should always be on two legs like a chicken, not all fours.";"Fish,Chinese cabbage,Chinese cabbage, raw,Chicken,Chicken, broiler, meat andskin, cooked, stewed"
"Caldillo de congrio";"http://upload.wikimedia.org/wikipedia/commons/thumb/4/43/S4021086.JPG/200px-S4021086.JPG";"Caldillo de congrio is a Chilean fish dish. The dish is made of congrio colorado, an eel species common in the Chilean Sea. The dish is made by boiling together fish heads, onion, garlic, coriander, carrots and pepper. Once these are boiled, only the stock is used. Onion and garlic are fried together with chopped tomatoes. The vegetables are mixed then with the stock, liquid cream, boiled potatoes and marinated and boiled conger. Chilean Literature Nobel laureate Pablo Neruda wrote an ode to Caldillo de congrio called Oda al Caldillo de Congrio. The Communist Party of Chile entertains every year the Chilean press and media with a Caldillo de Congrio for last 20 years, in which important announcements are made for the current year.";"Coriander,Coriander  leaves, raw,Garlic,Garlic, raw,Potato, raw, with skin,Tomato,Solanum lycopersicum,Red tomatoes, raw,Fish,Carrot,Carrots, raw,Onion,Raw Onions"
"Machha Jhola";"http://upload.wikimedia.org/wikipedia/commons/thumb/b/b8/MACHHA_HALADI.jpg/200px-MACHHA_HALADI.jpg";"Machher Jhol or Machha Jhola is a traditional Oriya and Bengali spicy fish stew. It is in the form of a very spicy stew that is served with rice. Machher Jhol is liberally seasoned with turmeric, garlic, onions, and grated ginger. Potatoes are added to the stew as a thickening agent. Tomatoes are also added to impart the dish with a reddish color which is preferred by the people of Bengal. The kinds of fish that typically used in Oriya and Bengali households are Hilsa called Ilisi, Rohu called Rohi, and Catla called Bhakura. Apart from these there are some very famous small sized fish that are normally favoured over others.";"Potato, raw, with skin,Tomato,Solanum lycopersicum,Red tomatoes, raw,Fish"
"Quiche";"http://upload.wikimedia.org/wikipedia/commons/thumb/1/15/Brunch_Quiche.jpg/200px-Brunch_Quiche.jpg";"Quiche is a savory, openfaced pastry crust dish with a filling of savory custard with cheese, meat, fish or vegetables.";"The Complete Book of Cheese,Fish,Custard"
"Yong Tau Foo";"http://upload.wikimedia.org/wikipedia/commons/thumb/1/10/Yong_tau_foo_sweet.jpg/200px-Yong_tau_foo_sweet.jpg";"Yong tau foo also spelled yong tao foo, yong tau fu, or yong tau hu yong tofu yen tafo in Thailand is a Chinese soup dish with Hakka origins commonly found in China, Singapore, Malaysia and Thailand. There are also Teochew and Hokkien variations. It is ubiquitous in Singapore food courts, too. Essentially the dish originated in the early 1960s in a restaurant called Chew Kuan as tofu stuffed with a meat paste of fish and pork, thereby earning the dish its name Yong Tau Foo, which means stuffed bean curd.  Since then all variety of vegetables and even fried fritters have been similarly stuffed, and the name Yong Tau Foo has thus been used liberally to apply to foods prepared in this manner. Yong tau foo is essentially a clear consomme soup containing a varied selection of food items, including fish balls, crab sticks, bittergourds, cuttlefish, lettuce, ladies fingers, as well as chilis, and various forms of fresh produce, seafood and meats common in Chinese cuisine. Some of these items, such as bittergourd and chili, are usually filled with fish paste surimi. The foods are then sliced into bitesize pieces, cooked briefly in boiling broth and then served either in the broth as soup or with the broth in a separate bowl. The dish is eaten with chopsticks and a soup spoon and can be eaten by itself served with a bowl of steamed rice or with any choice of egg or rice noodles, or bee hoon rice vermicelli. Another variation of this dish is to serve it with laksa gravy or curry sauce. Essential accompaniments are a spicy, vinegary chili sauce, originally made with red fermented bean curd and distantly similar in taste to Sriracha sauce, and a distinctive brown sweet bean sauce or hoisin sauce for dipping. In Malaysia and Singapore, the Malay Muslims have taken to yong tau foo in a big way. As pork consumption is prohibited for Muslims, halal yong tau foo is generally soy based or stuffed vegetable fritters or steamed bean curd with fish paste stuffing. To prepare the dish, these, a steamed riceflour roll similar to that used for chee cheong fun and a vegetable called kangkong are boiled to heat and soften them. The food items are drained and eaten with sprinkled toasted sesame seeds, chili sauce and a hoisin based sauce. Another version commonly found in Perak state is the soup type where the food items are served in a broth and provided with chili sauce and hoisin based sauce dipping. Halal yong tau foo is normally sold by Malay vendors at night markets pasar malam and at halal food courts by nonMuslim vendors.";"Pork, fresh, loin, whole,,separable lean and fat,,cooked, broiled,tofu,Fish"
"Ohaw";"http://upload.wikimedia.org/wikipedia/commons/thumb/a/a0/Ainu_ohaw.jpg/200px-Ainu_ohaw.jpg";"Ohaw or rur is a savory soup of the Ainu people of northern Japan, flavored with fish or animal bones. Kelp is also used to add flavor to the stock. Unlike the majority of the traditional Japanese soups, the Ainu do not use miso or soy sauce in their soups. The solid ingredients such as meat, fish, vegetables andor wild edible plants are added to the stock.";"Fish,Kelp,Seaweed, kelp, raw"
"Pira caldo";"http://upload.wikimedia.org/wikipedia/commons/thumb/b/bd/Suquet_de_peix.jpg/200px-Suquet_de_peix.jpg";"Pira caldo is a fish soup that is part of the traditional cuisine of Paraguay. The Guarani word Pira means fish.";"Tomato,Solanum lycopersicum,Red tomatoes, raw,Fish,Peppers, sweet, green, raw,Onion,Raw Onions"
"Hachée";"http://upload.wikimedia.org/wikipedia/commons/thumb/d/d0/Hachee_1.jpeg/200px-Hachee_1.jpeg";"Hachée is a traditional Dutch stew based on diced meat, fish or poultry, and vegetables. Hachee based on beef, onions and acid is a typical example of traditional Dutch cuisine and particularly of Brabant cuisine. Clove and bay leaves are added to the thick gravy. It is usually served with red cabbage, apples, apple sauce, potatoes, hutspot or rice.";"Birds,Fish"
"Maachha Bihana";"http://upload.wikimedia.org/wikipedia/commons/thumb/a/a3/BIHANA_TARKARI.jpg/200px-BIHANA_TARKARI.jpg";"Maachha Bihana means the roe of a fish made into dumpling by some spice paste and fried to make spicy curry.";"Fish"
"Krupuk";"http://upload.wikimedia.org/wikipedia/commons/thumb/a/ab/Fried_Krupuk_Udang.JPG/200px-Fried_Krupuk_Udang.JPG";"Prawn crackers or fish crackers are deep fried crackers made from starch and other ingredients that usually give the taste. They are a popular snack in parts of Southeast Asia and East. The crackers originate from Indonesia where they are known as krupuk or kerupuk keropok in Malaysia kropek in the Philippines. It is also known as kroepoek in the Netherlands through its colonial link with Indonesia, and another of Nederlands' former colonies, Suriname. Such crackers are known as xiapian 虾片 prawn chips in Chinese and bánh phồng tôm in Vietnam. Prawn crackers or shrimp puffs are common snack food throughout South East Asia, but most closely associated with Indonesia and Malaysia. These are called krupuk udang in Indonesian, prawn crackers in British and Australian English, shrimp chips or shrimp crackers in American English. In Europe they are known as Krabbenchips prawn chips in German, Chips de crevettes in French, Nuvole di Drago Dragon's Clouds in Italian.";"Fish"
"Amok trey";"http://upload.wikimedia.org/wikipedia/commons/thumb/5/54/Amok_Cambodian_curry.jpg/200px-Amok_Cambodian_curry.jpg";"Amok trei Khmer អាម៉ុកត្រី or ហហ្មុកត្រី  haa mok trəy, or steamed curried fish, is a traditional dish of Cambodian cuisine. It is fish coated in a thick coconut milk with kroeung, either steamed or baked in a cup made from banana leaves. It is often eaten during the Water Festival, which celebrates the reversal of the Tonle Sap River. An important part of the dish is the addition of the leaves of the noni tree and the use of fingerroot.";"Coconut palm,Cocos nucifera,Coconutinner edible solid part, raw,coconut water,Fish"